2165079	COLIN	ANTOINE	656986523	antoine.colin@etu-esad.fr	3
2165080	VIDAL	DAVID	656986524	david.vidal@etu-esad.fr	3
2165081	CARON	ARTEMIY	656986525	artemiy.caron@etu-esad.fr	3
2165082	PICARD	OZGUR	656986526	ozgur.picard@etu-esad.fr	3
2165083	ROGER	UZAY	656986527	uzay.roger@etu-esad.fr	3
2165084	FABRE	MATHIS	656986528	mathis.fabre@etu-esad.fr	3
2165085	AUBERT	CHARLES	656986529	charles.aubert@etu-esad.fr	3
2165086	LEMOINE	DENIS	656986530	denis.lemoine@etu-esad.fr	3
2165087	RENAUD	NICOLAS	656986531	nicolas.renaud@etu-esad.fr	3
2165088	DUMAS	CLEMENT	656986532	clement.dumas@etu-esad.fr	3
2165089	LACROIX	SAMUEL	656986533	samuel.lacroix@etu-esad.fr	3
2165090	OLIVIER	REMI	656986534	remi.olivier@etu-esad.fr	3
2165091	PHILIPPE	JOHANNA	656986535	johanna.philippe@etu-esad.fr	4
2165092	BOURGEOIS	LUCILE	656986536	lucile.bourgeois@etu-esad.fr	4
2165093	PIERRE	MANON	656986537	manon.pierre@etu-esad.fr	4
2165094	BENOIT	CLEMENT	656986538	clement.benoit@etu-esad.fr	4
2165095	REY	LAURANNE	656986539	lauranne.rey@etu-esad.fr	4
2165096	LECLERC	ROMAIN	656986540	romain.leclerc@etu-esad.fr	4
2165097	PAYET	FREDERIC	656986541	frederic.payet@etu-esad.fr	4
2165098	ROLLAND	MATIAS	656986542	matias.rolland@etu-esad.fr	4
2165099	LECLERCQ	LOIS	656986543	lois.leclercq@etu-esad.fr	4
2165100	GUILLAUME	NICOLAS	656986544	nicolas.guillaume@etu-esad.fr	4
2165101	LECOMTE	JONATHAN	625468798	jonathan.lecomte@etu-esad.fr	4
2165102	LOPEZ	NATHAN	625468799	nathan.lopez@etu-esad.fr	4
2165103	JEAN	CLEMENT	625468800	clement.jean@etu-esad.fr	4
2165104	DUPUY	MAXIME	625468801	maxime.dupuy@etu-esad.fr	4
2165105	GUILLOT	KEVIN	625468802	kevin.guillot@etu-esad.fr	4
2165106	HUBERT	FABIENNE	625468803	fabienne.hubert@etu-esad.fr	4
2165107	BERGER	CORENTIN	625468804	corentin.berger@etu-esad.fr	4
2165108	CARPENTIER	ALICE	625468805	alice.carpentier@etu-esad.fr	4
2165109	SANCHEZ	PIERRE	625468806	pierre.sanchez@etu-esad.fr	4
2165110	DUPUIS	EDOUARD	625468807	edouard.dupuis@etu-esad.fr	4
2165111	MOULIN	BILLY	625468808	billy.moulin@etu-esad.fr	4
2165112	LOUIS	ELISE	625468809	elise.louis@etu-esad.fr	4
2165113	DESCHAMPS	KEVIN	625468810	kevin.deschamps@etu-esad.fr	4
2165114	HUET	HUGO	625468811	hugo.huet@etu-esad.fr	4
2165115	VASSEUR	FABIEN	625468812	fabien.vasseur@etu-esad.fr	4
2165116	PEREZ	ENORA	625468813	enora.perez@etu-esad.fr	4
2165117	BOUCHER	ELSA	625468814	elsa.boucher@etu-esad.fr	4
2165118	FLEURY	ANTOINE	625468815	antoine.fleury@etu-esad.fr	4
2165119	ROYER	KATIA	625468816	katia.royer@etu-esad.fr	4
2165120	KLEIN	FRANCE	625468817	france.klein@etu-esad.fr	4
2165121	JACQUET	STEPHANIE	625468818	stephanie.jacquet@etu-esad.fr	5
2165122	ADAM	KEVIN	625468819	kevin.adam@etu-esad.fr	5
2165123	PARIS	FRANCE	625468820	france.paris@etu-esad.fr	5
2165124	POIRIER	ANAIS	625468821	anais.poirier@etu-esad.fr	5
2165125	MARTY	ANTOINE	625468822	antoine.marty@etu-esad.fr	5
2165126	AUBRY	THOMAS	625468823	thomas.aubry@etu-esad.fr	5
2165127	GUYOT	SABRINA	625468824	sabrina.guyot@etu-esad.fr	5
2165128	CARRE	SOLENE	625468825	solene.carre@etu-esad.fr	5
2165129	CHARLES	BAPTISTE	625468826	baptiste.charles@etu-esad.fr	5
2165130	RENAULT	SALIM	625468827	salim.renault@etu-esad.fr	5
2165131	CHARPENTIER	KEVIN	625468828	kevin.charpentier@etu-esad.fr	5
2165132	MENARD	OLIVIER	657678943	olivier.menard@etu-esad.fr	5
2165133	MAILLARD	JEROME	657678944	jerome.maillard@etu-esad.fr	5
2165134	BARON	MAXIME	657678945	maxime.baron@etu-esad.fr	5
2165135	BERTIN	GEORGES	657678946	georges.bertin@etu-esad.fr	5
2165136	BAILLY	NACIM	657678947	nacim.bailly@etu-esad.fr	5
2165137	HERVE	SARAH	657678948	sarah.herve@etu-esad.fr	5
2165138	SCHNEIDER	HUGO	657678949	hugo.schneider@etu-esad.fr	5
2165139	FERNANDEZ	CHRISTOPHE	657678950	christophe.fernandez@etu-esad.fr	5
2165140	LEGALL	ANTHONY	657678951	anthony.legall@etu-esad.fr	5
2165141	COLLET	LOIC	657678952	loic.collet@etu-esad.fr	5
2165142	LEGER	SAFIA	657678953	safia.leger@etu-esad.fr	5
2165143	BOUVIER	ALEXANDRE	657678954	alexandre.bouvier@etu-esad.fr	5
2165144	JULIEN	ANTOINE	657678955	antoine.julien@etu-esad.fr	5
2165145	PREVOST	TRISTAN	657678956	tristan.prevost@etu-esad.fr	5
2165146	MILLET	PAUL	657678957	paul.millet@etu-esad.fr	5
2165147	PERROT	FLORIAN	657678958	florian.perrot@etu-esad.fr	5
2165148	DANIEL	SIDI	657678959	sidi.daniel@etu-esad.fr	5
2165149	LEROUX	JEAN	657678960	jean.leroux@etu-esad.fr	5
2165150	COUSIN	OCTAVE	657678961	octave.cousin@etu-esad.fr	5
